date,sunrise,sunset,daylight
2020-01-29,2024-04-10T06:53:00Z,2024-04-10T15:45:00Z,8.866666666666667
2020-01-30,2024-04-10T06:51:00Z,2024-04-10T15:47:00Z,8.933333333333334
2020-01-31,2024-04-10T06:50:00Z,2024-04-10T15:49:00Z,8.983333333333333
2020-02-01,2024-04-10T06:48:00Z,2024-04-10T15:51:00Z,9.05
2020-02-02,2024-04-10T06:47:00Z,2024-04-10T15:52:00Z,9.083333333333334
2020-02-03,2024-04-10T06:45:00Z,2024-04-10T15:54:00Z,9.15
2020-02-04,2024-04-10T06:43:00Z,2024-04-10T15:56:00Z,9.216666666666667
2020-02-05,2024-04-10T06:42:00Z,2024-04-10T15:58:00Z,9.266666666666667
2020-02-06,2024-04-10T06:40:00Z,2024-04-10T16:00:00Z,9.333333333333334
2020-02-07,2024-04-10T06:38:00Z,2024-04-10T16:02:00Z,9.4
2020-02-08,2024-04-10T06:36:00Z,2024-04-10T16:04:00Z,9.466666666666667
2020-02-09,2024-04-10T06:34:00Z,2024-04-10T16:06:00Z,9.533333333333333
2020-02-10,2024-04-10T06:33:00Z,2024-04-10T16:07:00Z,9.566666666666666
2020-02-11,2024-04-10T06:31:00Z,2024-04-10T16:09:00Z,9.633333333333333
2020-02-12,2024-04-10T06:29:00Z,2024-04-10T16:11:00Z,9.7
2020-02-13,2024-04-10T06:27:00Z,2024-04-10T16:13:00Z,9.766666666666667
2020-02-14,2024-04-10T06:25:00Z,2024-04-10T16:15:00Z,9.833333333333334
2020-02-15,2024-04-10T06:23:00Z,2024-04-10T16:17:00Z,9.9
2020-02-16,2024-04-10T06:21:00Z,2024-04-10T16:19:00Z,9.966666666666667
2020-02-17,2024-04-10T06:19:00Z,2024-04-10T16:21:00Z,10.033333333333333
2020-02-18,2024-04-10T06:17:00Z,2024-04-10T16:23:00Z,10.1
2020-02-19,2024-04-10T06:15:00Z,2024-04-10T16:25:00Z,10.166666666666666
2020-02-20,2024-04-10T06:13:00Z,2024-04-10T16:27:00Z,10.233333333333333
2020-02-21,2024-04-10T06:11:00Z,2024-04-10T16:28:00Z,10.283333333333333
2020-02-22,2024-04-10T06:09:00Z,2024-04-10T16:30:00Z,10.35
2020-02-23,2024-04-10T06:06:00Z,2024-04-10T16:32:00Z,10.433333333333334
2020-02-24,2024-04-10T06:04:00Z,2024-04-10T16:34:00Z,10.5
2020-02-25,2024-04-10T06:02:00Z,2024-04-10T16:36:00Z,10.566666666666666
2020-02-26,2024-04-10T06:00:00Z,2024-04-10T16:38:00Z,10.633333333333333
2020-02-27,2024-04-10T05:58:00Z,2024-04-10T16:40:00Z,10.7
2020-02-28,2024-04-10T05:56:00Z,2024-04-10T16:41:00Z,10.75
2020-02-29,2024-04-10T05:53:00Z,2024-04-10T16:43:00Z,10.833333333333334
2020-03-01,2024-04-10T05:51:00Z,2024-04-10T16:45:00Z,10.9
2020-03-02,2024-04-10T05:49:00Z,2024-04-10T16:47:00Z,10.966666666666667
2020-03-03,2024-04-10T05:47:00Z,2024-04-10T16:49:00Z,11.033333333333333
2020-03-04,2024-04-10T05:44:00Z,2024-04-10T16:51:00Z,11.116666666666667
2020-03-05,2024-04-10T05:42:00Z,2024-04-10T16:52:00Z,11.166666666666666
2020-03-06,2024-04-10T05:40:00Z,2024-04-10T16:54:00Z,11.233333333333333
2020-03-07,2024-04-10T05:37:00Z,2024-04-10T16:56:00Z,11.316666666666666
2020-03-08,2024-04-10T05:35:00Z,2024-04-10T16:58:00Z,11.383333333333333
2020-03-09,2024-04-10T05:33:00Z,2024-04-10T17:00:00Z,11.45
2020-03-10,2024-04-10T05:30:00Z,2024-04-10T17:02:00Z,11.533333333333333
2020-03-11,2024-04-10T05:28:00Z,2024-04-10T17:03:00Z,11.583333333333334
2020-03-12,2024-04-10T05:26:00Z,2024-04-10T17:05:00Z,11.65
2020-03-13,2024-04-10T05:24:00Z,2024-04-10T17:07:00Z,11.716666666666667
2020-03-14,2024-04-10T05:21:00Z,2024-04-10T17:09:00Z,11.8
2020-03-15,2024-04-10T05:19:00Z,2024-04-10T17:10:00Z,11.85
2020-03-16,2024-04-10T05:17:00Z,2024-04-10T17:12:00Z,11.916666666666666
2020-03-17,2024-04-10T05:14:00Z,2024-04-10T17:14:00Z,12
2020-03-18,2024-04-10T05:12:00Z,2024-04-10T17:16:00Z,12.066666666666666
2020-03-19,2024-04-10T05:10:00Z,2024-04-10T17:18:00Z,12.133333333333333
2020-03-20,2024-04-10T05:07:00Z,2024-04-10T17:19:00Z,12.2
2020-03-21,2024-04-10T05:05:00Z,2024-04-10T17:21:00Z,12.266666666666667
2020-03-22,2024-04-10T05:02:00Z,2024-04-10T17:23:00Z,12.35
2020-03-23,2024-04-10T05:00:00Z,2024-04-10T17:25:00Z,12.416666666666666
2020-03-24,2024-04-10T04:58:00Z,2024-04-10T17:26:00Z,12.466666666666667
2020-03-25,2024-04-10T04:55:00Z,2024-04-10T17:28:00Z,12.55
2020-03-26,2024-04-10T04:53:00Z,2024-04-10T17:30:00Z,12.616666666666667
2020-03-27,2024-04-10T04:51:00Z,2024-04-10T17:32:00Z,12.683333333333334
2020-03-28,2024-04-10T04:48:00Z,2024-04-10T17:33:00Z,12.75
2020-03-29,2024-04-10T04:46:00Z,2024-04-10T17:35:00Z,12.816666666666666
2020-03-30,2024-04-10T04:43:00Z,2024-04-10T17:37:00Z,12.9
2020-03-31,2024-04-10T04:41:00Z,2024-04-10T17:39:00Z,12.966666666666667
2020-04-01,2024-04-10T04:39:00Z,2024-04-10T17:40:00Z,13.016666666666667
2020-04-02,2024-04-10T04:36:00Z,2024-04-10T17:42:00Z,13.1
2020-04-03,2024-04-10T04:34:00Z,2024-04-10T17:44:00Z,13.166666666666666
2020-04-04,2024-04-10T04:32:00Z,2024-04-10T17:46:00Z,13.233333333333333
2020-04-05,2024-04-10T04:30:00Z,2024-04-10T17:47:00Z,13.283333333333333
2020-04-06,2024-04-10T04:27:00Z,2024-04-10T17:49:00Z,13.366666666666667
2020-04-07,2024-04-10T04:25:00Z,2024-04-10T17:51:00Z,13.433333333333334
2020-04-08,2024-04-10T04:23:00Z,2024-04-10T17:53:00Z,13.5
2020-04-09,2024-04-10T04:20:00Z,2024-04-10T17:54:00Z,13.566666666666666
2020-04-10,2024-04-10T04:18:00Z,2024-04-10T17:56:00Z,13.633333333333333
2020-04-11,2024-04-10T04:16:00Z,2024-04-10T17:58:00Z,13.7
2020-04-12,2024-04-10T04:14:00Z,2024-04-10T18:00:00Z,13.766666666666667
2020-04-13,2024-04-10T04:11:00Z,2024-04-10T18:01:00Z,13.833333333333334
2020-04-14,2024-04-10T04:09:00Z,2024-04-10T18:03:00Z,13.9
2020-04-15,2024-04-10T04:07:00Z,2024-04-10T18:05:00Z,13.966666666666667
2020-04-16,2024-04-10T04:05:00Z,2024-04-10T18:07:00Z,14.033333333333333
2020-04-17,2024-04-10T04:02:00Z,2024-04-10T18:08:00Z,14.1
2020-04-18,2024-04-10T04:00:00Z,2024-04-10T18:10:00Z,14.166666666666666
2020-04-19,2024-04-10T03:58:00Z,2024-04-10T18:12:00Z,14.233333333333333
2020-04-20,2024-04-10T03:56:00Z,2024-04-10T18:14:00Z,14.3
2020-04-21,2024-04-10T03:54:00Z,2024-04-10T18:15:00Z,14.35
2020-04-22,2024-04-10T03:52:00Z,2024-04-10T18:17:00Z,14.416666666666666
2020-04-23,2024-04-10T03:49:00Z,2024-04-10T18:19:00Z,14.5
2020-04-24,2024-04-10T03:47:00Z,2024-04-10T18:20:00Z,14.55
2020-04-25,2024-04-10T03:45:00Z,2024-04-10T18:22:00Z,14.616666666666667
2020-04-26,2024-04-10T03:43:00Z,2024-04-10T18:24:00Z,14.683333333333334
2020-04-27,2024-04-10T03:41:00Z,2024-04-10T18:26:00Z,14.75
2020-04-28,2024-04-10T03:39:00Z,2024-04-10T18:27:00Z,14.8
2020-04-29,2024-04-10T03:37:00Z,2024-04-10T18:29:00Z,14.866666666666667
2020-04-30,2024-04-10T03:35:00Z,2024-04-10T18:31:00Z,14.933333333333334
2020-05-01,2024-04-10T03:33:00Z,2024-04-10T18:33:00Z,15
2020-05-02,2024-04-10T03:31:00Z,2024-04-10T18:34:00Z,15.05
2020-05-03,2024-04-10T03:29:00Z,2024-04-10T18:36:00Z,15.116666666666667
2020-05-04,2024-04-10T03:28:00Z,2024-04-10T18:38:00Z,15.166666666666666
2020-05-05,2024-04-10T03:26:00Z,2024-04-10T18:39:00Z,15.216666666666667
2020-05-06,2024-04-10T03:24:00Z,2024-04-10T18:41:00Z,15.283333333333333
2020-05-07,2024-04-10T03:22:00Z,2024-04-10T18:43:00Z,15.35
2020-05-08,2024-04-10T03:20:00Z,2024-04-10T18:44:00Z,15.4
2020-05-09,2024-04-10T03:18:00Z,2024-04-10T18:46:00Z,15.466666666666667
2020-05-10,2024-04-10T03:17:00Z,2024-04-10T18:48:00Z,15.516666666666667
2020-05-11,2024-04-10T03:15:00Z,2024-04-10T18:49:00Z,15.566666666666666
2020-05-12,2024-04-10T03:13:00Z,2024-04-10T18:51:00Z,15.633333333333333
2020-05-13,2024-04-10T03:12:00Z,2024-04-10T18:53:00Z,15.683333333333334
2020-05-14,2024-04-10T03:10:00Z,2024-04-10T18:54:00Z,15.733333333333333
2020-05-15,2024-04-10T03:09:00Z,2024-04-10T18:56:00Z,15.783333333333333
2020-05-16,2024-04-10T03:07:00Z,2024-04-10T18:57:00Z,15.833333333333334
2020-05-17,2024-04-10T03:06:00Z,2024-04-10T18:59:00Z,15.883333333333333
2020-05-18,2024-04-10T03:04:00Z,2024-04-10T19:00:00Z,15.933333333333334
2020-05-19,2024-04-10T03:03:00Z,2024-04-10T19:02:00Z,15.983333333333333
2020-05-20,2024-04-10T03:02:00Z,2024-04-10T19:03:00Z,16.016666666666666
2020-05-21,2024-04-10T03:00:00Z,2024-04-10T19:05:00Z,16.083333333333332
2020-05-22,2024-04-10T02:59:00Z,2024-04-10T19:06:00Z,16.116666666666667
2020-05-23,2024-04-10T02:58:00Z,2024-04-10T19:08:00Z,16.166666666666668
2020-05-24,2024-04-10T02:57:00Z,2024-04-10T19:09:00Z,16.2
2020-05-25,2024-04-10T02:55:00Z,2024-04-10T19:10:00Z,16.25
2020-05-26,2024-04-10T02:54:00Z,2024-04-10T19:12:00Z,16.3
2020-05-27,2024-04-10T02:53:00Z,2024-04-10T19:13:00Z,16.333333333333332
2020-05-28,2024-04-10T02:52:00Z,2024-04-10T19:14:00Z,16.366666666666667
2020-05-29,2024-04-10T02:51:00Z,2024-04-10T19:16:00Z,16.416666666666668
2020-05-30,2024-04-10T02:50:00Z,2024-04-10T19:17:00Z,16.45
2020-05-31,2024-04-10T02:49:00Z,2024-04-10T19:18:00Z,16.483333333333334
2020-06-01,2024-04-10T02:48:00Z,2024-04-10T19:19:00Z,16.516666666666666
2020-06-02,2024-04-10T02:48:00Z,2024-04-10T19:20:00Z,16.533333333333335
2020-06-03,2024-04-10T02:47:00Z,2024-04-10T19:21:00Z,16.566666666666666
2020-06-04,2024-04-10T02:46:00Z,2024-04-10T19:22:00Z,16.6
2020-06-05,2024-04-10T02:46:00Z,2024-04-10T19:23:00Z,16.616666666666667
2020-06-06,2024-04-10T02:45:00Z,2024-04-10T19:24:00Z,16.65
2020-06-07,2024-04-10T02:45:00Z,2024-04-10T19:25:00Z,16.666666666666668
2020-06-08,2024-04-10T02:44:00Z,2024-04-10T19:26:00Z,16.7
2020-06-09,2024-04-10T02:44:00Z,2024-04-10T19:27:00Z,16.716666666666665
2020-06-10,2024-04-10T02:43:00Z,2024-04-10T19:27:00Z,16.733333333333334
2020-06-11,2024-04-10T02:43:00Z,2024-04-10T19:28:00Z,16.75
2020-06-12,2024-04-10T02:43:00Z,2024-04-10T19:29:00Z,16.766666666666666
2020-06-13,2024-04-10T02:43:00Z,2024-04-10T19:30:00Z,16.783333333333335
2020-06-14,2024-04-10T02:42:00Z,2024-04-10T19:30:00Z,16.8
2020-06-15,2024-04-10T02:42:00Z,2024-04-10T19:31:00Z,16.816666666666666
2020-06-16,2024-04-10T02:42:00Z,2024-04-10T19:31:00Z,16.816666666666666
2020-06-17,2024-04-10T02:42:00Z,2024-04-10T19:32:00Z,16.833333333333332
2020-06-18,2024-04-10T02:42:00Z,2024-04-10T19:32:00Z,16.833333333333332
2020-06-19,2024-04-10T02:42:00Z,2024-04-10T19:32:00Z,16.833333333333332
2020-06-20,2024-04-10T02:43:00Z,2024-04-10T19:33:00Z,16.833333333333332
2020-06-21,2024-04-10T02:43:00Z,2024-04-10T19:33:00Z,16.833333333333332
2020-06-22,2024-04-10T02:43:00Z,2024-04-10T19:33:00Z,16.833333333333332
2020-06-23,2024-04-10T02:43:00Z,2024-04-10T19:33:00Z,16.833333333333332
2020-06-24,2024-04-10T02:44:00Z,2024-04-10T19:33:00Z,16.816666666666666
2020-06-25,2024-04-10T02:44:00Z,2024-04-10T19:33:00Z,16.816666666666666
2020-06-26,2024-04-10T02:45:00Z,2024-04-10T19:33:00Z,16.8
2020-06-27,2024-04-10T02:45:00Z,2024-04-10T19:33:00Z,16.8
2020-06-28,2024-04-10T02:46:00Z,2024-04-10T19:33:00Z,16.783333333333335
2020-06-29,2024-04-10T02:46:00Z,2024-04-10T19:32:00Z,16.766666666666666
2020-06-30,2024-04-10T02:47:00Z,2024-04-10T19:32:00Z,16.75
2020-07-01,2024-04-10T02:48:00Z,2024-04-10T19:32:00Z,16.733333333333334
2020-07-02,2024-04-10T02:49:00Z,2024-04-10T19:31:00Z,16.7
2020-07-03,2024-04-10T02:49:00Z,2024-04-10T19:31:00Z,16.7
2020-07-04,2024-04-10T02:50:00Z,2024-04-10T19:31:00Z,16.683333333333334
2020-07-05,2024-04-10T02:51:00Z,2024-04-10T19:30:00Z,16.65
2020-07-06,2024-04-10T02:52:00Z,2024-04-10T19:29:00Z,16.616666666666667
2020-07-07,2024-04-10T02:53:00Z,2024-04-10T19:29:00Z,16.6
2020-07-08,2024-04-10T02:54:00Z,2024-04-10T19:28:00Z,16.566666666666666
2020-07-09,2024-04-10T02:55:00Z,2024-04-10T19:27:00Z,16.533333333333335
2020-07-10,2024-04-10T02:56:00Z,2024-04-10T19:27:00Z,16.516666666666666
2020-07-11,2024-04-10T02:57:00Z,2024-04-10T19:26:00Z,16.483333333333334
2020-07-12,2024-04-10T02:58:00Z,2024-04-10T19:25:00Z,16.45
2020-07-13,2024-04-10T02:59:00Z,2024-04-10T19:24:00Z,16.416666666666668
2020-07-14,2024-04-10T03:01:00Z,2024-04-10T19:23:00Z,16.366666666666667
2020-07-15,2024-04-10T03:02:00Z,2024-04-10T19:22:00Z,16.333333333333332
2020-07-16,2024-04-10T03:03:00Z,2024-04-10T19:21:00Z,16.3
2020-07-17,2024-04-10T03:04:00Z,2024-04-10T19:20:00Z,16.266666666666666
2020-07-18,2024-04-10T03:06:00Z,2024-04-10T19:18:00Z,16.2
2020-07-19,2024-04-10T03:07:00Z,2024-04-10T19:17:00Z,16.166666666666668
2020-07-20,2024-04-10T03:09:00Z,2024-04-10T19:16:00Z,16.116666666666667
2020-07-21,2024-04-10T03:10:00Z,2024-04-10T19:15:00Z,16.083333333333332
2020-07-22,2024-04-10T03:11:00Z,2024-04-10T19:13:00Z,16.033333333333335
2020-07-23,2024-04-10T03:13:00Z,2024-04-10T19:12:00Z,15.983333333333333
2020-07-24,2024-04-10T03:14:00Z,2024-04-10T19:10:00Z,15.933333333333334
2020-07-25,2024-04-10T03:16:00Z,2024-04-10T19:09:00Z,15.883333333333333
2020-07-26,2024-04-10T03:17:00Z,2024-04-10T19:07:00Z,15.833333333333334
2020-07-27,2024-04-10T03:19:00Z,2024-04-10T19:06:00Z,15.783333333333333
2020-07-28,2024-04-10T03:20:00Z,2024-04-10T19:04:00Z,15.733333333333333
2020-07-29,2024-04-10T03:22:00Z,2024-04-10T19:03:00Z,15.683333333333334
2020-07-30,2024-04-10T03:23:00Z,2024-04-10T19:01:00Z,15.633333333333333
2020-07-31,2024-04-10T03:25:00Z,2024-04-10T18:59:00Z,15.566666666666666
2020-08-01,2024-04-10T03:27:00Z,2024-04-10T18:58:00Z,15.516666666666667
2020-08-02,2024-04-10T03:28:00Z,2024-04-10T18:56:00Z,15.466666666666667
2020-08-03,2024-04-10T03:30:00Z,2024-04-10T18:54:00Z,15.4
2020-08-04,2024-04-10T03:31:00Z,2024-04-10T18:53:00Z,15.366666666666667
2020-08-05,2024-04-10T03:33:00Z,2024-04-10T18:51:00Z,15.3
2020-08-06,2024-04-10T03:35:00Z,2024-04-10T18:49:00Z,15.233333333333333
2020-08-07,2024-04-10T03:36:00Z,2024-04-10T18:47:00Z,15.183333333333334
2020-08-08,2024-04-10T03:38:00Z,2024-04-10T18:45:00Z,15.116666666666667
2020-08-09,2024-04-10T03:39:00Z,2024-04-10T18:43:00Z,15.066666666666666
2020-08-10,2024-04-10T03:41:00Z,2024-04-10T18:41:00Z,15
2020-08-11,2024-04-10T03:43:00Z,2024-04-10T18:39:00Z,14.933333333333334
2020-08-12,2024-04-10T03:44:00Z,2024-04-10T18:37:00Z,14.883333333333333
2020-08-13,2024-04-10T03:46:00Z,2024-04-10T18:35:00Z,14.816666666666666
2020-08-14,2024-04-10T03:48:00Z,2024-04-10T18:33:00Z,14.75
2020-08-15,2024-04-10T03:49:00Z,2024-04-10T18:31:00Z,14.7
2020-08-16,2024-04-10T03:51:00Z,2024-04-10T18:29:00Z,14.633333333333333
2020-08-17,2024-04-10T03:53:00Z,2024-04-10T18:27:00Z,14.566666666666666
2020-08-18,2024-04-10T03:54:00Z,2024-04-10T18:25:00Z,14.516666666666667
2020-08-19,2024-04-10T03:56:00Z,2024-04-10T18:23:00Z,14.45
2020-08-20,2024-04-10T03:58:00Z,2024-04-10T18:21:00Z,14.383333333333333
2020-08-21,2024-04-10T03:59:00Z,2024-04-10T18:18:00Z,14.316666666666666
2020-08-22,2024-04-10T04:01:00Z,2024-04-10T18:16:00Z,14.25
2020-08-23,2024-04-10T04:03:00Z,2024-04-10T18:14:00Z,14.183333333333334
2020-08-24,2024-04-10T04:04:00Z,2024-04-10T18:12:00Z,14.133333333333333
2020-08-25,2024-04-10T04:06:00Z,2024-04-10T18:10:00Z,14.066666666666666
2020-08-26,2024-04-10T04:08:00Z,2024-04-10T18:07:00Z,13.983333333333333
2020-08-27,2024-04-10T04:09:00Z,2024-04-10T18:05:00Z,13.933333333333334
2020-08-28,2024-04-10T04:11:00Z,2024-04-10T18:03:00Z,13.866666666666667
2020-08-29,2024-04-10T04:13:00Z,2024-04-10T18:01:00Z,13.8
2020-08-30,2024-04-10T04:14:00Z,2024-04-10T17:58:00Z,13.733333333333333
2020-08-31,2024-04-10T04:16:00Z,2024-04-10T17:56:00Z,13.666666666666666
2020-09-01,2024-04-10T04:18:00Z,2024-04-10T17:54:00Z,13.6
2020-09-02,2024-04-10T04:19:00Z,2024-04-10T17:51:00Z,13.533333333333333
2020-09-03,2024-04-10T04:21:00Z,2024-04-10T17:49:00Z,13.466666666666667
2020-09-04,2024-04-10T04:23:00Z,2024-04-10T17:47:00Z,13.4
2020-09-05,2024-04-10T04:24:00Z,2024-04-10T17:44:00Z,13.333333333333334
2020-09-06,2024-04-10T04:26:00Z,2024-04-10T17:42:00Z,13.266666666666667
2020-09-07,2024-04-10T04:28:00Z,2024-04-10T17:40:00Z,13.2
2020-09-08,2024-04-10T04:29:00Z,2024-04-10T17:37:00Z,13.133333333333333
2020-09-09,2024-04-10T04:31:00Z,2024-04-10T17:35:00Z,13.066666666666666
2020-09-10,2024-04-10T04:33:00Z,2024-04-10T17:33:00Z,13
2020-09-11,2024-04-10T04:34:00Z,2024-04-10T17:30:00Z,12.933333333333334
2020-09-12,2024-04-10T04:36:00Z,2024-04-10T17:28:00Z,12.866666666666667
2020-09-13,2024-04-10T04:38:00Z,2024-04-10T17:26:00Z,12.8
2020-09-14,2024-04-10T04:39:00Z,2024-04-10T17:23:00Z,12.733333333333333
2020-09-15,2024-04-10T04:41:00Z,2024-04-10T17:21:00Z,12.666666666666666
2020-09-16,2024-04-10T04:43:00Z,2024-04-10T17:18:00Z,12.583333333333334
2020-09-17,2024-04-10T04:44:00Z,2024-04-10T17:16:00Z,12.533333333333333
2020-09-18,2024-04-10T04:46:00Z,2024-04-10T17:14:00Z,12.466666666666667
2020-09-19,2024-04-10T04:48:00Z,2024-04-10T17:11:00Z,12.383333333333333
2020-09-20,2024-04-10T04:49:00Z,2024-04-10T17:09:00Z,12.333333333333334
2020-09-21,2024-04-10T04:51:00Z,2024-04-10T17:06:00Z,12.25
2020-09-22,2024-04-10T04:53:00Z,2024-04-10T17:04:00Z,12.183333333333334
2020-09-23,2024-04-10T04:54:00Z,2024-04-10T17:02:00Z,12.133333333333333
2020-09-24,2024-04-10T04:56:00Z,2024-04-10T16:59:00Z,12.05
2020-09-25,2024-04-10T04:58:00Z,2024-04-10T16:57:00Z,11.983333333333333
2020-09-26,2024-04-10T04:59:00Z,2024-04-10T16:54:00Z,11.916666666666666
2020-09-27,2024-04-10T05:01:00Z,2024-04-10T16:52:00Z,11.85
2020-09-28,2024-04-10T05:03:00Z,2024-04-10T16:50:00Z,11.783333333333333
2020-09-29,2024-04-10T05:05:00Z,2024-04-10T16:47:00Z,11.7
2020-09-30,2024-04-10T05:06:00Z,2024-04-10T16:45:00Z,11.65
2020-10-01,2024-04-10T05:08:00Z,2024-04-10T16:43:00Z,11.583333333333334
2020-10-02,2024-04-10T05:10:00Z,2024-04-10T16:41:00Z,11.516666666666667
2020-10-03,2024-04-10T05:11:00Z,2024-04-10T16:38:00Z,11.45
2020-10-04,2024-04-10T05:13:00Z,2024-04-10T16:36:00Z,11.383333333333333
2020-10-05,2024-04-10T05:15:00Z,2024-04-10T16:34:00Z,11.316666666666666
2020-10-06,2024-04-10T05:17:00Z,2024-04-10T16:31:00Z,11.233333333333333
2020-10-07,2024-04-10T05:18:00Z,2024-04-10T16:29:00Z,11.183333333333334
2020-10-08,2024-04-10T05:20:00Z,2024-04-10T16:27:00Z,11.116666666666667
2020-10-09,2024-04-10T05:22:00Z,2024-04-10T16:24:00Z,11.033333333333333
2020-10-10,2024-04-10T05:24:00Z,2024-04-10T16:22:00Z,10.966666666666667
2020-10-11,2024-04-10T05:25:00Z,2024-04-10T16:20:00Z,10.916666666666666
2020-10-12,2024-04-10T05:27:00Z,2024-04-10T16:17:00Z,10.833333333333334
2020-10-13,2024-04-10T05:29:00Z,2024-04-10T16:15:00Z,10.766666666666667
2020-10-14,2024-04-10T05:31:00Z,2024-04-10T16:13:00Z,10.7
2020-10-15,2024-04-10T05:32:00Z,2024-04-10T16:11:00Z,10.65
2020-10-16,2024-04-10T05:34:00Z,2024-04-10T16:08:00Z,10.566666666666666
2020-10-17,2024-04-10T05:36:00Z,2024-04-10T16:06:00Z,10.5
2020-10-18,2024-04-10T05:38:00Z,2024-04-10T16:04:00Z,10.433333333333334
2020-10-19,2024-04-10T05:39:00Z,2024-04-10T16:02:00Z,10.383333333333333
2020-10-20,2024-04-10T05:41:00Z,2024-04-10T16:00:00Z,10.316666666666666
2020-10-21,2024-04-10T05:43:00Z,2024-04-10T15:58:00Z,10.25
2020-10-22,2024-04-10T05:45:00Z,2024-04-10T15:56:00Z,10.183333333333334
2020-10-23,2024-04-10T05:47:00Z,2024-04-10T15:54:00Z,10.116666666666667
2020-10-24,2024-04-10T05:48:00Z,2024-04-10T15:52:00Z,10.066666666666666
2020-10-25,2024-04-10T05:50:00Z,2024-04-10T15:50:00Z,10
2020-10-26,2024-04-10T05:52:00Z,2024-04-10T15:47:00Z,9.916666666666666
2020-10-27,2024-04-10T05:54:00Z,2024-04-10T15:45:00Z,9.85
2020-10-28,2024-04-10T05:56:00Z,2024-04-10T15:43:00Z,9.783333333333333
2020-10-29,2024-04-10T05:58:00Z,2024-04-10T15:41:00Z,9.716666666666667
2020-10-30,2024-04-10T06:00:00Z,2024-04-10T15:40:00Z,9.666666666666666
2020-10-31,2024-04-10T06:01:00Z,2024-04-10T15:38:00Z,9.616666666666667
2020-11-01,2024-04-10T06:03:00Z,2024-04-10T15:36:00Z,9.55
2020-11-02,2024-04-10T06:05:00Z,2024-04-10T15:34:00Z,9.483333333333333
2020-11-03,2024-04-10T06:07:00Z,2024-04-10T15:32:00Z,9.416666666666666
2020-11-04,2024-04-10T06:09:00Z,2024-04-10T15:30:00Z,9.35
2020-11-05,2024-04-10T06:11:00Z,2024-04-10T15:28:00Z,9.283333333333333
2020-11-06,2024-04-10T06:12:00Z,2024-04-10T15:27:00Z,9.25
2020-11-07,2024-04-10T06:14:00Z,2024-04-10T15:25:00Z,9.183333333333334
2020-11-08,2024-04-10T06:16:00Z,2024-04-10T15:23:00Z,9.116666666666667
2020-11-09,2024-04-10T06:18:00Z,2024-04-10T15:22:00Z,9.066666666666666
2020-11-10,2024-04-10T06:20:00Z,2024-04-10T15:20:00Z,9
2020-11-11,2024-04-10T06:21:00Z,2024-04-10T15:18:00Z,8.95
2020-11-12,2024-04-10T06:23:00Z,2024-04-10T15:17:00Z,8.9
2020-11-13,2024-04-10T06:25:00Z,2024-04-10T15:15:00Z,8.833333333333334
2020-11-14,2024-04-10T06:27:00Z,2024-04-10T15:14:00Z,8.783333333333333
